id,price
0,2898.292299994047
1,2854.407198576558
2,3389.840741993772
3,3134.890954760566
4,5298.089858896666
5,515.6194605718503
6,741.6439661167603
7,928.1016831611228
8,7733.148987516744
9,5470.198148751894
10,2063.73836594153
11,3661.208240223132
12,6954.776788012128
13,3990.836292699782
14,2060.760971332182
15,4588.912752454987
16,769.781395132026
17,15696.570493913554
18,7661.336851671012
19,13271.302407398663
20,4316.447040167418
21,3184.4004203231275
22,622.2578911006696
23,832.1068961998458
24,7781.589828668359
25,7346.536357689489
26,5261.42804621743
27,10216.932524565524
28,6611.128410339815
29,3818.649086400695
30,6393.1543412099845
31,4889.272436818031
32,1079.7684609152714
33,2239.89550727975
34,593.9119929626435
35,3915.015164158592
36,5675.677585769926
37,1652.9164507053404
38,824.5893797837172
39,1051.568444391282
40,710.536981214188
41,3772.6687658230944
42,798.6390904618199
43,11085.668541800696
44,1605.286679704031
45,3832.2976875758
46,3361.963152589479
47,5022.6487281091495
48,985.7220228326828
49,2553.1315426910787
50,524.4302568518124
51,11999.423804706325
52,791.61550997111
53,543.6692906501954
54,809.3649642082923
55,641.2862265769116
56,2655.28993493883
57,502.9728843949689
58,701.8312199465204
59,7906.011851652408
60,1974.6268812464184
61,3800.308769291077
62,651.4394887697696
63,2991.8411141075385
64,1882.816674839444
65,936.369698162584
66,1779.3361922009133
67,5439.636819963921
68,4205.166541530896
69,693.9918745607212
70,897.2009882420408
71,884.5495335397641
72,6084.2163811372175
73,2569.6287272095524
74,1395.439839043429
75,8819.823227248047
76,1099.7426228305876
77,1354.4003186895052
78,495.7516396757561
79,2356.110818656154
80,2033.9415924381672
81,814.205447133311
82,6718.274408703797
83,5313.7751268524025
84,576.0084678081186
85,5029.769822285891
86,831.963062534384
87,750.9536738937735
88,2374.849023315212
89,629.8073321942553
90,10890.00853270125
91,7528.756469990954
92,1396.6627126718645
93,6520.07929526912
94,7290.001579265435
95,8079.93243650638
96,3031.9450736239287
97,1128.6223680561548
98,13530.553867514893
99,9480.399481063918
100,637.8665095531377
101,7327.432410020274
102,10138.116626940156
103,6095.0870594325925
104,1691.154577406622
105,5815.128634305775
106,913.0897160601004
107,4180.496819227161
108,6782.443070134215
109,662.9607830367684
110,2501.348969382142
111,601.5066272046545
112,813.1903949527408
113,1438.922171377931
114,6675.315009482118
115,783.6899765691505
116,2509.28163869384
117,13098.585398568866
118,4481.904421300603
119,473.6599208756141
120,2343.550386666208
121,876.59010023746
122,4385.383963244823
123,13878.847351284125
124,1045.397081148773
125,3616.986655824822
126,6164.952763693399
127,4171.076550245869
128,700.5674755685468
129,749.1960741746623
130,17246.165342124576
131,13733.80024675408
132,1756.093330314745
133,6828.799737565104
134,881.1929481892744
135,3720.5354682819207
136,3030.581187272966
137,1623.1354995335946
138,8875.209838277486
139,5799.734589554113
140,3049.236806078682
141,601.3170247818387
142,811.5919749218809
143,914.7023520372654
144,1678.132179955577
145,9281.083088214702
146,4577.370495948629
147,5156.982922288634
148,1014.3379162714922
149,13212.37245793988
150,4583.893787167933
151,670.1752282774762
152,2057.5688450461985
153,9445.812856136294
154,5772.486497900981
155,862.6837260276396
156,10329.529031143113
157,974.0836416578476
158,1567.3873824781124
159,5952.5850223222205
160,10364.808301316634
161,817.700573830288
162,1657.4210747955103
163,490.052225118752
164,2149.42478037754
165,9197.085777976834
166,6527.095442089511
167,15574.220827719942
168,427.0265781030557
169,2287.048583565504
170,4029.5243663088218
171,3224.696382855377
172,8289.491721855153
173,3423.838515428257
174,832.153362436786
175,537.5158781977882
176,16889.21992363201
177,931.076893880214
178,6493.3805155313285
179,6861.628099921706
180,14374.804291275605
181,6732.332558463207
182,3769.631491233108
183,5408.896142104353
184,821.7284624722498
185,849.072556598809
186,7698.347082314698
187,846.3674177867546
188,737.388112339248
189,9397.7631269086
190,4660.17568568149
191,2587.445937959647
192,16195.801963711869
193,17357.922681907017
194,6006.343546410049
195,8815.807453373644
196,765.9394069655511
197,3260.588908368177
198,1165.8025727445415
199,3994.155286812231
200,10558.834177408007
201,3794.2860973086927
202,5921.357785442304
203,4018.7512597163
204,890.1283542396491
205,5313.122371950793
206,654.0542915542222
207,8878.915307107676
208,1128.0412978894851
